Trial,Date_inoc,Date_assess,DAI,Treatment,ID,Variety,Rep,Pot_Num,Num_plants_pot,Dis_rating,Num_symptleaf,Num_dropleaf,Num_nodes,Num_nodes_pot,Num_deadplants,Height_toV1
2,9/29/2021,10/10/2021,11,Inoculated,C4,DG52X05RR2X,4,24,3,0,0,0,34,34,0,15
2,9/29/2021,10/14/2021,15,Inoculated,C1,DG52X05RR2X,1,3,3,0,0,0,54,54,0,12.5
2,9/29/2021,10/14/2021,15,Inoculated,C3,DG52X05RR2X,3,17,3,0,0,0,20,20,0,12.5
2,9/29/2021,10/14/2021,15,Inoculated,C4,DG52X05RR2X,4,24,3,0,0,0,34,34,0,15
2,9/29/2021,10/17/2021,18,Inoculated,C1,DG52X05RR2X,1,3,3,0,0,0,54,54,0,12.5
2,9/29/2021,10/17/2021,18,Inoculated,C3,DG52X05RR2X,3,17,3,0,0,0,20,20,0,12.5
2,9/29/2021,10/17/2021,18,Inoculated,C4,DG52X05RR2X,4,24,3,0,0,0,34,34,0,15
2,9/29/2021,10/20/2021,21,Inoculated,C1,DG52X05RR2X,1,3,3,0,0,0,54,54,0,12.5
2,9/29/2021,10/20/2021,21,Inoculated,C3,DG52X05RR2X,3,17,3,0,0,0,20,20,0,12.5
2,9/29/2021,10/20/2021,21,Inoculated,C4,DG52X05RR2X,4,24,3,0,0,0,34,34,0,15
2,9/29/2021,10/23/2021,24,Inoculated,C1,DG52X05RR2X,1,3,3,0,0,0,54,54,0,12.5
2,9/29/2021,10/23/2021,24,Inoculated,C3,DG52X05RR2X,3,17,3,1,9,3,20,20,0,12.5
2,9/29/2021,10/23/2021,24,Inoculated,C4,DG52X05RR2X,4,24,3,0,0,0,34,34,0,15
2,9/29/2021,10/26/2021,27,Inoculated,C4,DG52X05RR2X,4,24,3,0,0,0,34,34,0,15
2,9/29/2021,10/26/2021,27,Inoculated,C1,DG52X05RR2X,1,3,3,0,0,0,54,54,0,12.5
2,9/29/2021,10/26/2021,27,Inoculated,C3,DG52X05RR2X,3,17,3,1,9,0,20,20,0,12.5
2,9/29/2021,10/29/2021,30,Inoculated,C4,DG52X05RR2X,4,24,3,0,0,0,34,34,0,15
2,9/29/2021,10/29/2021,30,Inoculated,C1,DG52X05RR2X,1,3,3,0,0,0,54,54,0,12.5
2,9/29/2021,10/29/2021,30,Inoculated,C3,DG52X05RR2X,3,17,3,3,18,10,20,20,0,12.5
2,9/29/2021,11/1/2021,33,Inoculated,C4,DG52X05RR2X,4,24,3,1,3,3,34,34,0,15
2,9/29/2021,11/1/2021,33,Inoculated,C1,DG52X05RR2X,1,3,3,1,3,0,54,54,0,12.5
2,9/29/2021,11/1/2021,33,Inoculated,C3,DG52X05RR2X,3,17,3,5,21,14,20,20,0,12.5
2,9/29/2021,10/10/2021,11,Inoculated,G3,Asgrow53x9,3,21,3,0,0,0,36,36,0,12.5
2,9/29/2021,10/10/2021,11,Inoculated,G2,Asgrow53x9,2,14,3,0,0,0,37,37,0,14
2,9/29/2021,10/10/2021,11,Inoculated,G4,Asgrow53x9,4,28,3,0,0,0,48,48,0,13
2,9/29/2021,10/14/2021,15,Inoculated,G3,Asgrow53x9,3,21,3,0,0,0,36,36,0,12.5
2,9/29/2021,10/14/2021,15,Inoculated,G2,Asgrow53x9,2,14,3,0,0,0,37,37,0,14
2,9/29/2021,10/14/2021,15,Inoculated,G4,Asgrow53x9,4,28,3,0,0,0,48,48,0,13
2,9/29/2021,10/17/2021,18,Inoculated,G3,Asgrow53x9,3,21,3,0,0,0,36,36,0,12.5
2,9/29/2021,10/17/2021,18,Inoculated,G2,Asgrow53x9,2,14,3,0,0,0,37,37,0,14
2,9/29/2021,10/17/2021,18,Inoculated,G4,Asgrow53x9,4,28,3,1,9,6,48,48,0,13
2,9/29/2021,10/20/2021,21,Inoculated,G3,Asgrow53x9,3,21,3,1,2,0,36,36,0,12.5
2,9/29/2021,10/20/2021,21,Inoculated,G2,Asgrow53x9,2,14,3,0,0,0,37,37,0,14
2,9/29/2021,10/20/2021,21,Inoculated,G4,Asgrow53x9,4,28,3,3,25,9,48,48,0,13
2,9/29/2021,10/23/2021,24,Inoculated,G3,Asgrow53x9,3,21,3,3,18,9,36,36,0,12.5
2,9/29/2021,10/23/2021,24,Inoculated,G2,Asgrow53x9,2,14,3,0,0,0,37,37,0,14
2,9/29/2021,10/23/2021,24,Inoculated,G4,Asgrow53x9,4,28,3,5,80,18,48,48,0,13
2,9/29/2021,10/26/2021,27,Inoculated,G4,Asgrow53x9,4,28,3,7,120,70,48,48,0,13
2,9/29/2021,10/26/2021,27,Inoculated,G3,Asgrow53x9,3,21,3,5,42,15,36,36,0,12.5
2,9/29/2021,10/26/2021,27,Inoculated,G2,Asgrow53x9,2,14,3,3,18,6,37,37,0,14
2,9/29/2021,10/29/2021,30,Inoculated,G4,Asgrow53x9,4,28,3,7,134,89,48,48,0,13
2,9/29/2021,10/29/2021,30,Inoculated,G3,Asgrow53x9,3,21,3,5,75,24,36,36,0,12.5
2,9/29/2021,10/29/2021,30,Inoculated,G2,Asgrow53x9,2,14,3,5,72,22,37,37,0,14
2,9/29/2021,11/1/2021,33,Inoculated,G4,Asgrow53x9,4,28,3,7,141,129,48,48,0,13
2,9/29/2021,11/1/2021,33,Inoculated,G3,Asgrow53x9,3,21,3,7,81,65,36,36,0,12.5
2,9/29/2021,11/1/2021,33,Inoculated,G2,Asgrow53x9,2,14,3,7,84,62,37,37,0,14
2,9/29/2021,10/10/2021,11,Inoculated,A3,LS4919XFS,3,15,3,0,0,0,29,29,0,21
2,9/29/2021,10/10/2021,11,Inoculated,A1,LS4919XFS,1,1,3,0,0,0,14,14,0,16.5
2,9/29/2021,10/10/2021,11,Inoculated,A4,LS4919XFS,4,22,3,0,0,0,27,27,0,25.5
2,9/29/2021,10/10/2021,11,Inoculated,A2,LS4919XFS,2,8,3,0,0,0,20,20,0,30
2,9/29/2021,10/14/2021,15,Inoculated,A3,LS4919XFS,3,15,3,0,0,0,29,29,0,21
2,9/29/2021,10/14/2021,15,Inoculated,A1,LS4919XFS,1,1,3,0,0,0,14,14,0,16.5
2,9/29/2021,10/14/2021,15,Inoculated,A4,LS4919XFS,4,22,3,0,0,0,27,27,0,25.5
2,9/29/2021,10/14/2021,15,Inoculated,A2,LS4919XFS,2,8,3,0,0,0,20,20,0,30
2,9/29/2021,10/17/2021,18,Inoculated,A3,LS4919XFS,3,15,3,0,0,0,29,29,0,21
2,9/29/2021,10/17/2021,18,Inoculated,A1,LS4919XFS,1,1,3,0,0,0,14,14,0,16.5
2,9/29/2021,10/17/2021,18,Inoculated,A4,LS4919XFS,4,22,3,0,0,0,27,27,0,25.5
2,9/29/2021,10/17/2021,18,Inoculated,A2,LS4919XFS,2,8,3,0,0,0,20,20,0,30
2,9/29/2021,10/20/2021,21,Inoculated,A3,LS4919XFS,3,15,3,0,0,0,29,29,0,21
2,9/29/2021,10/20/2021,21,Inoculated,A1,LS4919XFS,1,1,3,0,0,0,14,14,0,16.5
2,9/29/2021,10/20/2021,21,Inoculated,A4,LS4919XFS,4,22,3,0,0,0,27,27,0,25.5
2,9/29/2021,10/20/2021,21,Inoculated,A2,LS4919XFS,2,8,3,0,0,0,20,20,0,30
2,9/29/2021,10/23/2021,24,Inoculated,A3,LS4919XFS,3,15,3,1,3,0,29,29,0,21
2,9/29/2021,10/23/2021,24,Inoculated,A1,LS4919XFS,1,1,3,0,0,0,14,14,0,16.5
2,9/29/2021,10/23/2021,24,Inoculated,A4,LS4919XFS,4,22,3,0,0,0,27,27,0,25.5
2,9/29/2021,10/23/2021,24,Inoculated,A2,LS4919XFS,2,8,3,0,0,0,20,20,0,30
2,9/29/2021,10/26/2021,27,Inoculated,A3,LS4919XFS,3,15,3,1,3,0,29,29,0,21
2,9/29/2021,10/26/2021,27,Inoculated,A4,LS4919XFS,4,22,3,0,0,0,27,27,0,25.5
2,9/29/2021,10/26/2021,27,Inoculated,A1,LS4919XFS,1,1,3,0,0,0,14,14,0,16.5
2,9/29/2021,10/26/2021,27,Inoculated,A2,LS4919XFS,2,8,3,0,0,0,20,20,0,30
2,9/29/2021,10/29/2021,30,Inoculated,A3,LS4919XFS,3,15,3,3,11,0,29,29,0,21
2,9/29/2021,10/29/2021,30,Inoculated,A4,LS4919XFS,4,22,3,0,0,0,27,27,0,25.5
2,9/29/2021,10/29/2021,30,Inoculated,A1,LS4919XFS,1,1,3,1,3,0,14,14,0,16.5
2,9/29/2021,10/29/2021,30,Inoculated,A2,LS4919XFS,2,8,3,0,0,0,20,20,0,30
2,9/29/2021,11/1/2021,33,Inoculated,A3,LS4919XFS,3,15,3,3,12,9,29,29,0,21
2,9/29/2021,11/1/2021,33,Inoculated,A4,LS4919XFS,4,22,3,0,0,0,27,27,0,25.5
2,9/29/2021,11/1/2021,33,Inoculated,A1,LS4919XFS,1,1,3,1,3,0,14,14,0,16.5
2,9/29/2021,11/1/2021,33,Inoculated,A2,LS4919XFS,2,8,3,1,3,0,20,20,0,30
2,9/29/2021,10/10/2021,11,Inoculated,E2,LS4805XFS,2,12,3,0,0,0,27,27,0,13
2,9/29/2021,10/10/2021,11,Inoculated,E1,LS4805XFS,1,5,3,0,0,0,30,30,0,16.5
2,9/29/2021,10/10/2021,11,Inoculated,E4,LS4805XFS,4,26,3,0,0,0,19,19,0,16.5
2,9/29/2021,10/14/2021,15,Inoculated,E2,LS4805XFS,2,12,3,0,0,0,27,27,0,13
2,9/29/2021,10/14/2021,15,Inoculated,E1,LS4805XFS,1,5,3,0,0,0,30,30,0,16.5
2,9/29/2021,10/14/2021,15,Inoculated,E4,LS4805XFS,4,26,3,0,0,0,19,19,0,16.5
2,9/29/2021,10/17/2021,18,Inoculated,E2,LS4805XFS,2,12,3,1,1,0,27,27,0,13
2,9/29/2021,10/17/2021,18,Inoculated,E1,LS4805XFS,1,5,3,0,0,0,30,30,0,16.5
2,9/29/2021,10/17/2021,18,Inoculated,E4,LS4805XFS,4,26,3,0,0,0,19,19,0,16.5
2,9/29/2021,10/20/2021,21,Inoculated,E2,LS4805XFS,2,12,3,1,1,0,27,27,0,13
2,9/29/2021,10/20/2021,21,Inoculated,E1,LS4805XFS,1,5,3,1,3,0,30,30,0,16.5
2,9/29/2021,10/20/2021,21,Inoculated,E4,LS4805XFS,4,26,3,0,0,0,19,19,0,16.5
2,9/29/2021,10/23/2021,24,Inoculated,E2,LS4805XFS,2,12,3,3,15,1,27,27,0,13
2,9/29/2021,10/23/2021,24,Inoculated,E1,LS4805XFS,1,5,3,1,3,0,30,30,0,16.5
2,9/29/2021,10/23/2021,24,Inoculated,E4,LS4805XFS,4,26,3,0,0,0,19,19,0,16.5
2,9/29/2021,10/26/2021,27,Inoculated,E4,LS4805XFS,4,26,3,0,0,0,19,19,0,16.5
2,9/29/2021,10/26/2021,27,Inoculated,E2,LS4805XFS,2,12,3,5,35,25,27,27,0,13
2,9/29/2021,10/26/2021,27,Inoculated,E1,LS4805XFS,1,5,3,1,4,0,30,30,0,16.5
2,9/29/2021,10/29/2021,30,Inoculated,E4,LS4805XFS,4,26,3,0,0,0,19,19,0,16.5
2,9/29/2021,10/29/2021,30,Inoculated,E2,LS4805XFS,2,12,3,7,54,36,27,27,0,13
2,9/29/2021,10/29/2021,30,Inoculated,E1,LS4805XFS,1,5,3,3,12,6,30,30,0,16.5
2,9/29/2021,11/1/2021,33,Inoculated,E4,LS4805XFS,4,26,3,1,12,7,19,19,0,16.5
2,9/29/2021,11/1/2021,33,Inoculated,E2,LS4805XFS,2,12,3,7,57,49,27,27,0,13
2,9/29/2021,11/1/2021,33,Inoculated,E1,LS4805XFS,1,5,3,3,17,8,30,30,0,16.5
2,9/29/2021,10/10/2021,11,Inoculated,F4,LS5909XFS,4,27,3,1,4,1,31,31,0,14
2,9/29/2021,10/10/2021,11,Inoculated,F1,LS5909XFS,1,6,3,0,0,0,48,48,0,14
2,9/29/2021,10/10/2021,11,Inoculated,F3,LS5909XFS,3,20,3,0,0,0,16,16,0,16
2,9/29/2021,10/14/2021,15,Inoculated,F4,LS5909XFS,4,27,3,1,4,1,31,31,0,14
2,9/29/2021,10/14/2021,15,Inoculated,F1,LS5909XFS,1,6,3,0,0,0,48,48,0,14
2,9/29/2021,10/14/2021,15,Inoculated,F3,LS5909XFS,3,20,3,0,0,0,16,16,0,16
2,9/29/2021,10/17/2021,18,Inoculated,F4,LS5909XFS,4,27,3,1,6,1,31,31,0,14
2,9/29/2021,10/17/2021,18,Inoculated,F1,LS5909XFS,1,6,3,0,0,0,48,48,0,14
2,9/29/2021,10/17/2021,18,Inoculated,F3,LS5909XFS,3,20,3,0,0,0,16,16,0,16
2,9/29/2021,10/20/2021,21,Inoculated,F4,LS5909XFS,4,27,3,1,6,1,31,31,0,14
2,9/29/2021,10/20/2021,21,Inoculated,F1,LS5909XFS,1,6,3,0,0,0,48,48,0,14
2,9/29/2021,10/20/2021,21,Inoculated,F3,LS5909XFS,3,20,3,0,0,0,16,16,0,16
2,9/29/2021,10/23/2021,24,Inoculated,F4,LS5909XFS,4,27,3,1,9,3,31,31,0,14
2,9/29/2021,10/23/2021,24,Inoculated,F1,LS5909XFS,1,6,3,1,6,0,48,48,0,14
2,9/29/2021,10/23/2021,24,Inoculated,F3,LS5909XFS,3,20,3,0,0,0,16,16,0,16
2,9/29/2021,10/26/2021,27,Inoculated,F3,LS5909XFS,3,20,3,1,3,0,16,16,0,16
2,9/29/2021,10/26/2021,27,Inoculated,F4,LS5909XFS,4,27,3,3,39,17,31,31,0,14
2,9/29/2021,10/26/2021,27,Inoculated,F1,LS5909XFS,1,6,3,3,18,9,48,48,0,14
2,9/29/2021,10/29/2021,30,Inoculated,F3,LS5909XFS,3,20,3,1,3,0,16,16,0,16
2,9/29/2021,10/29/2021,30,Inoculated,F4,LS5909XFS,4,27,3,5,48,26,31,31,0,14
2,9/29/2021,10/29/2021,30,Inoculated,F1,LS5909XFS,1,6,3,5,60,33,48,48,0,14
2,9/29/2021,11/1/2021,33,Inoculated,F3,LS5909XFS,3,20,3,1,3,0,16,16,0,16
2,9/29/2021,11/1/2021,33,Inoculated,F4,LS5909XFS,4,27,3,7,69,54,31,31,0,14
2,9/29/2021,11/1/2021,33,Inoculated,F1,LS5909XFS,1,6,3,7,102,77,48,48,0,14
2,9/29/2021,10/10/2021,11,Inoculated,D1,S17-2193C,1,4,3,0,0,0,19,19,0,14
2,9/29/2021,10/10/2021,11,Inoculated,D2,S17-2193C,2,11,3,0,0,0,32,32,0,15.5
2,9/29/2021,10/10/2021,11,Inoculated,D3,S17-2193C,3,18,3,0,0,0,27,27,0,14.5
2,9/29/2021,10/14/2021,15,Inoculated,D1,S17-2193C,1,4,3,0,0,0,19,19,0,14
2,9/29/2021,10/14/2021,15,Inoculated,D2,S17-2193C,2,11,3,0,0,0,32,32,0,15.5
2,9/29/2021,10/14/2021,15,Inoculated,D3,S17-2193C,3,18,3,0,0,0,27,27,0,14.5
2,9/29/2021,10/17/2021,18,Inoculated,D1,S17-2193C,1,4,3,0,0,0,19,19,0,14
2,9/29/2021,10/17/2021,18,Inoculated,D2,S17-2193C,2,11,3,0,0,0,32,32,0,15.5
2,9/29/2021,10/17/2021,18,Inoculated,D3,S17-2193C,3,18,3,0,0,0,27,27,0,14.5
2,9/29/2021,10/20/2021,21,Inoculated,D1,S17-2193C,1,4,3,0,0,0,19,19,0,14
2,9/29/2021,10/20/2021,21,Inoculated,D2,S17-2193C,2,11,3,0,0,0,32,32,0,15.5
2,9/29/2021,10/20/2021,21,Inoculated,D3,S17-2193C,3,18,3,0,0,0,27,27,0,14.5
2,9/29/2021,10/23/2021,24,Inoculated,D1,S17-2193C,1,4,3,0,0,0,19,19,0,14
2,9/29/2021,10/23/2021,24,Inoculated,D2,S17-2193C,2,11,3,0,0,0,32,32,0,15.5
2,9/29/2021,10/23/2021,24,Inoculated,D3,S17-2193C,3,18,3,1,4,0,27,27,0,14.5
2,9/29/2021,10/26/2021,27,Inoculated,D2,S17-2193C,2,11,3,1,1,0,32,32,0,15.5
2,9/29/2021,10/26/2021,27,Inoculated,D3,S17-2193C,3,18,3,5,15,3,27,27,0,14.5
2,9/29/2021,10/26/2021,27,Inoculated,D1,S17-2193C,1,4,3,1,3,0,19,19,0,14
2,9/29/2021,10/29/2021,30,Inoculated,D2,S17-2193C,2,11,3,1,1,0,32,32,0,15.5
2,9/29/2021,10/29/2021,30,Inoculated,D3,S17-2193C,3,18,3,5,24,6,27,27,0,14.5
2,9/29/2021,10/29/2021,30,Inoculated,D1,S17-2193C,1,4,3,1,3,0,19,19,0,14
2,9/29/2021,11/1/2021,33,Inoculated,D2,S17-2193C,2,11,3,1,1,0,32,32,0,15.5
2,9/29/2021,11/1/2021,33,Inoculated,D3,S17-2193C,3,18,3,5,30,17,27,27,0,14.5
2,9/29/2021,11/1/2021,33,Inoculated,D1,S17-2193C,1,4,3,3,10,0,19,19,0,14
