Trial,Date_inoc,Date_assess,DAI,Inoc_batch,Humid_chamber,Treatment,ID,Variety,Rep,Pot_Num,Num_plants_pot,Dis_rating,Num_symptleaf,Num_dropleaf,Num_nodes,Num_nodes_pot,Num_deadplants,Height_toV1,Stem_Width
1,6/9/2022,6/24/2022,15,3,1,Inoculated,R3,NK45P9XF,3,.,.,5,11,4,18,18,.,11,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,O3,DELTAGROW 48X45RR2X,3,.,.,1,4,1,13,13,.,8.5,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,B2,PROGENY 4200RXS,2,.,.,5,14,6,12,12,.,5,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,C1,PROGENY P4444RXS,1,.,.,7,22,22,16,16,.,10,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,P3,DELTAGROW 54XF20,3,.,.,7,33,9,16,16,.,11,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,Q3,S46XF21S,3,.,.,0,0,0,12,12,.,11,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,P2,DELTAGROW 54XF20,2,.,.,7,30,20,18,18,.,6,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,G1,PROGENY P4821RX,1,.,.,7,33,11,20,20,.,9,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,H2,PROGENY P4604XFS,2,.,.,5,19,17,17,17,.,11,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,H3,PROGENY P4604XFS,3,.,.,1,2,0,12,12,.,13.5,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,T1,DP3589,1,.,.,3,6,5,11,11,.,11,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,S3,AG53X9,3,.,.,3,4,2,8,8,.,10,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,C3,PROGENY P4444RXS,3,.,.,3,7,2,17,17,.,4,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,O1,DELTAGROW 48X45RR2X,1,.,.,5,16,8,16,16,.,7,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,F1,PROGENY P5554RX,1,.,.,5,9,3,13,13,.,9,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,N1,NORTHROPKING NK44-J4XFS,1,.,.,3,7,3,11,11,.,8,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,Q1,S46XF21S,1,.,.,1,3,2,18,18,.,12.5,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,M2,MISSO S14-15138GT,2,.,.,1,2,1,16,16,.,14,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,K2,PIONEER P40A90LX,2,.,.,5,24,12,21,21,.,7,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,K1,PIONEER P40A90LX,1,.,.,5,14,6,15,15,.,9,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,T2,DP3589,2,.,.,0,0,0,12,12,.,12.5,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,O2,DELTAGROW 48X45RR2X,2,.,.,1,4,1,15,15,.,5,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,E1,NORTHROPKING NK42-T5XF,1,.,.,7,21,6,10,10,.,10,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,D2,DELTA GROW 48XF33STS,2,.,.,0,0,0,12,12,.,13,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,H1,PROGENY P4604XFS,1,.,.,1,6,3,19,19,.,13,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,G2,PROGENY P4821RX,2,.,.,1,3,1,21,21,.,10,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,S2,AG53X9,2,.,.,5,11,3,27,27,.,8,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,A1,AG47XF2,1,.,.,1,4,2,11,11,.,0,.
1,6/9/2022,6/24/2022,15,3,1,Inoculated,R2,NK45P9XF,2,.,.,5,12,3,19,19,.,11,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,I2,PIONEER P54A36SX,2,.,.,5,18,10,18,18,.,6,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,K3,PIONEER P40A90LX,3,.,.,7,39,24,16,16,.,10,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,A2,AG47XF2,2,.,.,9,41,30,17,17,.,7.5,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,B1,PROGENY 4200RXS,1,.,.,5,16,12,16,16,.,10,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,J1,DELTA GROW 52XF22STS,1,.,.,1,5,4,17,17,.,11.5,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,F2,PROGENY P5554RX,2,.,.,5,36,30,22,22,.,4,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,A3,AG47XF2,3,.,.,9,45,19,15,15,.,5,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,P1,DELTAGROW 54XF20,1,.,.,5,19,7,17,17,.,12,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,L2,PIONEER P44A21X,2,.,.,7,27,15,19,19,.,7,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,L1,PIONEER P44A21X,1,.,.,5,18,6,19,19,.,6,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,E2,NORTHROPKING NK42-T5XF,2,.,.,7,30,15,12,12,.,10,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,T3,DP3589,3,.,.,1,2,1,9,9,.,14,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,B3,PROGENY 4200RXS,3,.,.,5,15,7,13,13,.,12,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,D3,DELTA GROW 48XF33STS,3,.,.,5,22,10,17,17,.,12,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,C2,PROGENY P4444RXS,2,.,.,9,51,24,17,17,.,7,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,Q2,S46XF21S,2,.,.,5,30,18,19,19,.,11,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,I1,PIONEER P54A36SX,1,.,.,5,24,17,22,22,.,10,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,I3,PIONEER P54A36SX,3,.,.,5,21,14,16,16,.,13,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,J3,DELTA GROW 52XF22STS,3,.,.,5,25,21,20,20,.,12.5,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,M3,MISSO S14-15138GT,3,.,.,5,21,18,15,15,.,12.5,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,L3,PIONEER P44A21X,3,.,.,5,18,10,16,16,.,7,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,F3,PROGENY P5554RX,3,.,.,7,48,27,17,17,.,3.6,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,S1,AG53X9,1,.,.,5,18,12,17,17,.,10,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,D1,DELTA GROW 48XF33STS,1,.,.,7,30,15,11,11,.,12,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,E3,NORTHROPKING NK42-T5XF,3,.,.,7,27,15,13,13,.,11,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,N2,NORTHROPKING NK44-J4XFS,2,.,.,9,39,25,13,13,.,3.5,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,N3,NORTHROPKING NK44-J4XFS,3,.,.,5,27,15,13,13,.,10,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,R1,NK45P9XF,1,.,.,7,54,24,20,20,.,11,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,J2,DELTA GROW 52XF22STS,2,.,.,1,1,0,11,11,.,11,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,G3,PROGENY P4821RX,3,.,.,5,35,19,19,19,.,11,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,M1,MISSO S14-15138GT,1,.,.,3,19,10,17,17,.,11,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,R3,NK45P9XF,3,.,.,5,27,21,18,18,.,11,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,O3,DELTAGROW 48X45RR2X,3,.,.,1,7,3,13,13,.,8.5,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,B2,PROGENY 4200RXS,2,.,.,5,18,12,12,12,.,5,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,C1,PROGENY P4444RXS,1,.,.,7,48,15,16,16,.,10,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,P3,DELTAGROW 54XF20,3,.,.,7,48,15,16,16,.,11,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,Q3,S46XF21S,3,.,.,1,6,3,12,12,.,11,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,P2,DELTAGROW 54XF20,2,.,.,7,52,15,18,18,.,6,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,G1,PROGENY P4821RX,1,.,.,7,54,21,20,20,.,9,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,H2,PROGENY P4604XFS,2,.,.,7,30,18,17,17,.,11,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,H3,PROGENY P4604XFS,3,.,.,1,2,2,12,12,.,13.5,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,T1,DP3589,1,.,.,3,9,4,11,11,.,11,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,S3,AG53X9,3,.,.,5,9,6,8,8,.,10,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,C3,PROGENY P4444RXS,3,.,.,5,12,3,17,17,.,4,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,O1,DELTAGROW 48X45RR2X,1,.,.,5,23,4,16,16,.,7,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,F1,PROGENY P5554RX,1,.,.,5,12,5,13,13,.,9,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,N1,NORTHROPKING NK44-J4XFS,1,.,.,5,13,6,11,11,.,8,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,Q1,S46XF21S,1,.,.,3,10,4,18,18,.,12.5,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,M2,MISSO S14-15138GT,2,.,.,3,5,3,16,16,.,14,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,K2,PIONEER P40A90LX,2,.,.,5,33,16,21,21,.,7,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,K1,PIONEER P40A90LX,1,.,.,5,21,9,15,15,.,9,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,T2,DP3589,2,.,.,0,0,0,12,12,.,12.5,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,O2,DELTAGROW 48X45RR2X,2,.,.,3,9,4,15,15,.,5,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,E1,NORTHROPKING NK42-T5XF,1,.,.,7,29,10,10,10,.,10,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,D2,DELTA GROW 48XF33STS,2,.,.,1,8,3,12,12,.,13,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,H1,PROGENY P4604XFS,1,.,.,3,14,4,19,19,.,13,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,G2,PROGENY P4821RX,2,.,.,1,4,1,21,21,.,10,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,S2,AG53X9,2,.,.,5,15,7,27,27,.,8,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,A1,AG47XF2,1,.,.,5,12,6,11,11,.,0,.
1,6/9/2022,6/27/2022,18,3,1,Inoculated,R2,NK45P9XF,2,.,.,5,15,4,19,19,.,11,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,I2,PIONEER P54A36SX,2,.,.,5,24,18,18,18,.,6,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,K3,PIONEER P40A90LX,3,.,.,7,49,30,16,16,.,10,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,A2,AG47XF2,2,.,.,9,41,30,17,17,.,7.5,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,B1,PROGENY 4200RXS,1,.,.,7,24,15,16,16,.,10,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,J1,DELTA GROW 52XF22STS,1,.,.,3,11,6,17,17,.,11.5,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,F2,PROGENY P5554RX,2,.,.,7,47,35,22,22,.,4,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,A3,AG47XF2,3,.,.,9,45,19,15,15,.,5,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,P1,DELTAGROW 54XF20,1,.,.,7,34,15,17,17,.,12,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,L2,PIONEER P44A21X,2,.,.,7,48,27,19,19,.,7,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,L1,PIONEER P44A21X,1,.,.,5,27,20,19,19,.,6,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,E2,NORTHROPKING NK42-T5XF,2,.,.,7,43,25,12,12,.,10,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,T3,DP3589,3,.,.,1,3,2,9,9,.,14,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,B3,PROGENY 4200RXS,3,.,.,5,23,15,13,13,.,12,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,D3,DELTA GROW 48XF33STS,3,.,.,7,42,27,17,17,.,12,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,C2,PROGENY P4444RXS,2,.,.,9,51,24,17,17,.,7,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,Q2,S46XF21S,2,.,.,7,45,24,19,19,.,11,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,I1,PIONEER P54A36SX,1,.,.,7,38,18,22,22,.,10,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,I3,PIONEER P54A36SX,3,.,.,7,26,15,16,16,.,13,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,J3,DELTA GROW 52XF22STS,3,.,.,5,27,24,20,20,.,12.5,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,M3,MISSO S14-15138GT,3,.,.,5,21,20,15,15,.,12.5,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,L3,PIONEER P44A21X,3,.,.,7,26,11,16,16,.,7,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,F3,PROGENY P5554RX,3,.,.,7,51,30,17,17,.,3.6,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,S1,AG53X9,1,.,.,5,33,15,17,17,.,10,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,D1,DELTA GROW 48XF33STS,1,.,.,9,33,15,11,11,.,12,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,E3,NORTHROPKING NK42-T5XF,3,.,.,9,39,23,13,13,.,11,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,N2,NORTHROPKING NK44-J4XFS,2,.,.,9,39,25,13,13,.,3.5,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,N3,NORTHROPKING NK44-J4XFS,3,.,.,7,39,30,13,13,.,10,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,R1,NK45P9XF,1,.,.,9,60,27,20,20,.,11,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,J2,DELTA GROW 52XF22STS,2,.,.,3,9,3,11,11,.,11,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,G3,PROGENY P4821RX,3,.,.,7,50,25,19,19,.,11,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,M1,MISSO S14-15138GT,1,.,.,5,27,21,17,17,.,11,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,R3,NK45P9XF,3,.,.,7,39,27,18,18,.,11,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,O3,DELTAGROW 48X45RR2X,3,.,.,3,10,4,13,13,.,8.5,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,B2,PROGENY 4200RXS,2,.,.,5,20,14,12,12,.,5,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,C1,PROGENY P4444RXS,1,.,.,9,51,33,16,16,.,10,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,P3,DELTAGROW 54XF20,3,.,.,9,51,36,16,16,.,11,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,Q3,S46XF21S,3,.,.,3,8,4,12,12,.,11,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,P2,DELTAGROW 54XF20,2,.,.,9,52,17,18,18,.,6,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,G1,PROGENY P4821RX,1,.,.,9,60,39,20,20,.,9,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,H2,PROGENY P4604XFS,2,.,.,7,48,24,17,17,.,11,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,H3,PROGENY P4604XFS,3,.,.,3,9,5,12,12,.,13.5,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,T1,DP3589,1,.,.,5,17,9,11,11,.,11,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,S3,AG53X9,3,.,.,5,12,7,8,8,.,10,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,C3,PROGENY P4444RXS,3,.,.,7,33,14,17,17,.,4,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,O1,DELTAGROW 48X45RR2X,1,.,.,7,31,14,16,16,.,7,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,F1,PROGENY P5554RX,1,.,.,5,20,13,13,13,.,9,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,N1,NORTHROPKING NK44-J4XFS,1,.,.,7,27,18,11,11,.,8,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,Q1,S46XF21S,1,.,.,3,24,13,18,18,.,12.5,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,M2,MISSO S14-15138GT,2,.,.,3,11,6,16,16,.,14,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,K2,PIONEER P40A90LX,2,.,.,7,39,20,21,21,.,7,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,K1,PIONEER P40A90LX,1,.,.,7,29,22,15,15,.,9,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,T2,DP3589,2,.,.,1,4,3,12,12,.,12.5,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,O2,DELTAGROW 48X45RR2X,2,.,.,3,12,7,15,15,.,5,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,E1,NORTHROPKING NK42-T5XF,1,.,.,9,30,14,10,10,.,10,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,D2,DELTA GROW 48XF33STS,2,.,.,7,15,6,12,12,.,13,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,H1,PROGENY P4604XFS,1,.,.,5,22,15,19,19,.,13,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,G2,PROGENY P4821RX,2,.,.,1,4,1,21,21,.,10,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,S2,AG53X9,2,.,.,7,49,12,27,27,.,8,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,A1,AG47XF2,1,.,.,7,21,15,11,11,.,0,.
1,6/9/2022,6/29/2022,20,3,1,Inoculated,R2,NK45P9XF,2,.,.,7,21,12,19,19,.,11,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,O2,DELTAGROW 48X45RR2X,2,.,.,1,1,0,22,22,.,9,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,T1,DP3589,1,.,.,0,0,0,9,9,.,17,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,P3,DELTAGROW 54XF20,3,.,.,0,0,0,15,15,.,13,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,L3,PIONEER P44A21X,3,.,.,1,4,0,16,16,.,7.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,M3,MISSO S14-15138GT,3,.,.,0,0,0,19,19,.,14,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,L1,PIONEER P44A21X,1,.,.,0,0,0,17,17,.,9,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,I3,PIONEER P54A36SX,3,.,.,1,1,0,21,21,.,11.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,Q1,S46XF21S,1,.,.,1,4,0,11,11,.,8,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,B2,PROGENY 4200RXS,2,.,.,0,0,0,12,12,.,11,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,J2,DELTA GROW 52XF22STS,2,.,.,0,0,0,14,14,.,13,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,E2,NORTHROPKING NK42-T5XF,2,.,.,1,4,0,10,10,.,11.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,H1,PROGENY P4604XFS,1,.,.,0,0,0,24,24,.,11.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,O1,DELTAGROW 48X45RR2X,1,.,.,1,5,0,13,13,.,8.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,F2,PROGENY P5554RX,2,.,.,1,3,0,12,12,.,9,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,S3,AG53X9,3,.,.,0,0,0,9,9,.,9.3,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,B1,PROGENY 4200RXS,1,.,.,0,0,0,13,13,.,10,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,G1,PROGENY P4821RX,1,.,.,0,0,0,19,19,.,10,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,R1,NK45P9XF,1,.,.,1,3,0,20,20,.,9.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,D3,DELTA GROW 48XF33STS,3,.,.,0,0,0,17,17,.,12,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,A3,AG47XF2,3,.,.,1,5,0,15,15,.,4,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,I2,PIONEER P54A36SX,2,.,.,1,1,0,21,21,.,11,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,C1,PROGENY P4444RXS,1,.,.,0,0,0,13,13,.,8,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,C2,PROGENY P4444RXS,2,.,.,0,0,0,17,17,.,10,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,H2,PROGENY P4604XFS,2,.,.,0,0,0,12,12,.,13.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,D1,DELTA GROW 48XF33STS,1,.,.,1,1,0,14,14,.,10.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,S1,AG53X9,1,.,.,0,0,0,10,10,.,9,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,D2,DELTA GROW 48XF33STS,2,.,.,0,0,0,21,21,.,12,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,K2,PIONEER P40A90LX,2,.,.,0,0,0,12,12,.,8.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,R3,NK45P9XF,3,.,.,0,0,0,25,25,.,10,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,E1,NORTHROPKING NK42-T5XF,1,.,.,0,0,0,9,9,.,10,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,E3,NORTHROPKING NK42-T5XF,3,.,.,0,0,0,13,13,.,9.2,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,J3,DELTA GROW 52XF22STS,3,.,.,0,0,0,18,18,.,13,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,L2,PIONEER P44A21X,2,.,.,0,0,0,13,13,.,9,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,S2,AG53X9,2,.,.,0,0,0,9,9,.,6,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,P1,DELTAGROW 54XF20,1,.,.,0,0,0,18,18,.,12.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,T2,DP3589,2,.,.,0,0,0,12,12,.,14,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,T3,DP3589,3,.,.,1,1,0,14,14,.,13,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,H3,PROGENY P4604XFS,3,.,.,0,0,0,10,10,.,12.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,C3,PROGENY P4444RXS,3,.,.,1,4,0,15,15,.,13,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,O3,DELTAGROW 48X45RR2X,3,.,.,1,5,0,18,18,.,9.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,M1,MISSO S14-15138GT,1,.,.,0,0,0,11,11,.,12,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,K3,PIONEER P40A90LX,3,.,.,0,0,0,11,11,.,9,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,G3,PROGENY P4821RX,3,.,.,0,0,0,17,17,.,9.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,G2,PROGENY P4821RX,2,.,.,0,0,0,17,17,.,10,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,F3,PROGENY P5554RX,3,.,.,1,5,0,20,20,.,8,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,A1,AG47XF2,1,.,.,1,1,0,11,11,.,8,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,N1,NORTHROPKING NK44-J4XFS,1,.,.,1,2,0,13,13,.,11,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,M2,MISSO S14-15138GT,2,.,.,0,0,0,13,13,.,13,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,Q3,S46XF21S,3,.,.,0,0,0,16,16,.,10,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,I1,PIONEER P54A36SX,1,.,.,0,0,0,22,22,.,10.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,Q2,S46XF21S,2,.,.,0,0,0,17,17,.,13,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,P2,DELTAGROW 54XF20,2,.,.,0,0,0,12,12,.,13,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,R2,NK45P9XF,2,.,.,0,0,0,18,18,.,10.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,N3,NORTHROPKING NK44-J4XFS,3,.,.,1,3,0,21,21,.,8.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,F1,PROGENY P5554RX,1,.,.,0,0,0,17,17,.,11,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,N2,NORTHROPKING NK44-J4XFS,2,.,.,0,0,0,15,15,.,10,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,J1,DELTA GROW 52XF22STS,1,.,.,0,0,0,14,14,.,11,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,A2,AG47XF2,2,.,.,0,0,0,11,11,.,11,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,B3,PROGENY 4200RXS,3,.,.,1,2,0,14,14,.,11.5,.
2,6/9/2022,6/16/2022,7,3,2,Inoculated,K1,PIONEER P40A90LX,1,.,.,0,0,0,11,11,.,10,.
2,6/9/2022,6/18/2022,9,3,2,Inoculated,O2,DELTAGROW 48X45RR2X,2,.,.,1,6,3,22,22,.,9,.
2,6/9/2022,6/18/2022,9,3,2,Inoculated,T1,DP3589,1,.,.,0,0,0,9,9,.,17,.
2,6/9/2022,6/18/2022,9,3,2,Inoculated,P3,DELTAGROW 54XF20,3,.,.,0,0,0,15,15,.,13,.
2,6/9/2022,6/18/2022,9,3,2,Inoculated,L3,PIONEER P44A21X,3,.,.,3,9,0,16,16,.,7.5,.
